[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H]4O)[C@H](O)[C@H]3NC(=O)C)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
O(C(=O)C)CCCCC/C=C/CCCCCCCCC,Fatty Acyls,0
C(=O)([O-])CC(OC(CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)C[N+](C)(C)C,Fatty Acyls,0
O=C(CCCCCCCCCCCCCCCC)OCCCCCCCCCCCC(C)C,Fatty Acyls,0
[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COCCCCCCCCCCCCCCCCCCCC,Glycerophospholipids,2
[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O,Glycerophospholipids,2
[C@](COP(=O)(O)O)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,Glycerophospholipids,2
[C@]([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCCCC)=O,Glycerophospholipids,2
C(=C(/C)\C(=O)CCC(C)(C)OC)/C=C/C(/C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/CC/C=C(\C)/C,Prenol Lipids,5
[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O,Glycerophospholipids,2
C(OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCC/C=C\CCCC)=O,Glycerolipids,1
[C@]([H])(OC(CCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,Glycerophospholipids,2
C=C/C=C/CCC([H])=O,Fatty Acyls,0
C1(OC)C=CC(/C=C/C(C2C=C(OC)C3OC(C)(C)C=CC=3C=2O)=O)=CC=1OC,Polyketides,7
C1(OC)=CC(OC)=C(C(=O)/C=C/C2C=CC3OCOC=3C=2)C(O)=C1,Polyketides,7
[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC,Glycerophospholipids,2
[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,Glycerophospholipids,2
C(OC(=O)CCCCCCC/C=C\CCCCCCCCC)[C@]([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCC)=O,Glycerolipids,1
C1(OC)=CC2OC(C3C(OC)=CC=C(OC)C=3)=C(OC)C(=O)C=2C(O)=C1OC,Polyketides,7
O=C(CCCCCCCCCCCCC)OC,Fatty Acyls,0
C(OC(=O)CCCCCCCCCCCCCCCCCCCCC)[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCC/C=C\CCCC)=O,Glycerolipids,1
O(C(=O)C)CCCCCCCC/C=C\C=C,Fatty Acyls,0
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO[C@]6(O[C@@]([H])([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H](O)C6)C(O)=O)[C@H](O)[C@H](O)[C@H]5O)[C@H]4NC(=O)C)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O,Glycerophospholipids,2
C1(O)=C(O)C2OC(C3C=C(O)C(O)=CC=3)=C(OC)C(=O)C=2C(O)=C1,Polyketides,7
C(OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCC)=O,Glycerolipids,1
C(OC(=O)CCCCCCCCC/C=C\CCCCCCCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O,Glycerolipids,1
C(OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)[C@]([H])(OC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCC)=O,Glycerolipids,1
[C@@]12(CC(=O)/C(/C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=[C@@]=C3[C@@](O)(C)C[C@@H](O)CC3(C)C)O[C@]1(C)C[C@@H](OC(CCCCCCCCCCCCCCCC)=O)CC2(C)C,Prenol Lipids,5
C1(O)C=CC(C(=O)/C=C/C2C=CC(OC3C(OC4OCC(CO)(O)C4O)C(O)C(O)C(CO)O3)=CC=2)=C(O)C=1,Polyketides,7
C(OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCC)=O,Glycerolipids,1
C1(O)=CC2OC(C3C=C(OC)C(O)=CC=3)=C(O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O3)C(=O)C=2C(O)=C1O,Polyketides,7
O(C(CCC)=O)C(CC([O-])=O)C[N+](C)(C)C,Fatty Acyls,0
[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,Glycerophospholipids,2
[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,Glycerophospholipids,2
C(OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCC)=O,Glycerolipids,1
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5NC(=O)C)[C@H]4O)[C@H]3NC(=O)C)[C@H](O[C@]3(O[C@@]([H])([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H](O)C3)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
C1(=O)OCC(C)CCCCCC=CCCCCCCCCCCCCCCCCCCCCCCCC1,Fatty Acyls,0
O1[C@H](CO)[C@@H](OC(/C(/C)=C/[C@@H](C)C[C@@H](C)CCCCCCCCCCCCCCCC)=O)[C@@H]([C@@H](OC(/C(/C)=C/[C@@H](C)C[C@@H](C)CCCCCCCCCCCCCCCCCC)=O)[C@H]1O[C@H]1O[C@H](COC(/C(/C)=C/[C@@H](C)C[C@@H](C)CCCCCCCCCCCCCCCC)=O)[C@@H](O)[C@H](OC(/C(/C)=C/[C@@H](C)C[C@@H](C)CCCCCCCCCCCCCCCCCCC)=O)[C@H]1OC(CCCCCCCCCCCCCCCCC)=O)O,Saccharolipids,6
C(OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O,Glycerolipids,1
C(OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,Glycerolipids,1
[C@](COP(=O)(O)O)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O,Glycerophospholipids,2
O=C(C(OC(=O)CCCCCCCCCCCCCCCCC)C)O,Fatty Acyls,0
[C@H]1(CCCCCCCCCCCCCCCCCC)[C@H](CCCCCCCCCCCCC)OC1=O,Fatty Acyls,0
O=C(C(C)CCCCCCCCCCCCCC)OCCCCCCCCCCCC(C)C,Fatty Acyls,0
C1(OC)=CC2OC(C3C=CC4OCOC=4C=3)=C(OC)C(=O)C=2C(OC)=C1,Polyketides,7
O(C(CCCCCCCCCCCCCCCCC(=O)O)=O)C(CC(=O)[O-])C[N+](C)(C)C,Fatty Acyls,0
C1[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@]([H])([C@]([H])(C)CCC(O)=O)CC[C@@]4([H])[C@]3([H])CC=C2CCC1,Sterol Lipids,4
[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)CO/C=C\CCCCCCCCCCCCCC,Glycerophospholipids,2
C1(O)=CC2OC(C3C(OC)=CC(O)=C(O)C=3)=C(OC)C(=O)C=2C(O)=C1OC,Polyketides,7
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H]4O)[C@H](O)[C@H]3NC(=O)C)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
C(OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O,Glycerolipids,1
C1(O)=C(OC(=O)/C(/C)=C/C)C2OC(C3C=CC(OC)=CC=3)=C(OC)C(=O)C=2C(O)=C1OC,Polyketides,7
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(=O)C)[C@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H]4O)[C@H](O)[C@H]3NC(=O)C)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
[C@@H]1(O)C(=C)/C(=C\C=C2\[C@]3([H])CC[C@@]([C@@](C)([H])CCCC(O)(C)C)([H])[C@@]3(C)CC(C#CCOC(=O)C)=C\2)/C[C@@H](O)C1,Sterol Lipids,4
[C@@H]1(O)C(=C)/C(=C\C=C2\[C@]3([H])CC[C@@]([C@@](C)([H])CCCC4(CCCC4)O)([H])[C@@]3(C)CCC\2)/C[C@@H](O)C1,Sterol Lipids,4
[C@](COP(=O)(O)O)([H])(OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCCCC)=O,Glycerophospholipids,2
C1(O)=C(O)C2OC(C3C=C(O)C(O)=CC=3)=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C(=O)C=2C(O)=C1,Polyketides,7
C1(O)C=CC(/C=C/C(C2C=CC3O[C@H](C(O)(C)C)[C@@H](O)C=3C=2O)=O)=CC=1,Polyketides,7
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(=O)C)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4NC(=O)C)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(=O)C)[C@H](O[C@]3(O[C@@]([H])([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H](O)C3)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
C(OC(=O)CCCCCCC/C=C\CCCCCCCCC)[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCC)=O,Glycerolipids,1
O=C(C(C)C)OCCCCCCCCCC(C)CCCC(C)C,Fatty Acyls,0
[C@]([H])(OC(CCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)CO/C=C\CCCCCCCCCCCCCC,Glycerophospholipids,2
C(OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCC/C=C\CCCC)=O,Glycerolipids,1
[C@@H]1([C@H](O)[C@H](OP(=O)(O)O)[C@@H](COP(O)(=O)OP(O)(=O)OCC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C2CCCCC2)=O)C)O1)N1C=NC2C(N)=NC=NC1=2,Fatty Acyls,0
[C@@H]1(O)C(=C)/C(=C\C=C2\[C@]3([H])CC[C@@]([C@@](C)([H])[C@H](O)C#CCCC(O)(CC)CC)([H])[C@@]3(C)CCC\2)/C[C@@H](O)C1,Sterol Lipids,4
C(OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)[C@]([H])(OC(CCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,Glycerolipids,1
O=C(CCCCCCCCCCCCCCCCCCCCCCCC)OCCCCCC,Fatty Acyls,0
[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O,Glycerophospholipids,2
C(OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O,Glycerolipids,1
C1C(C)(C)C(/C=C/C(/C)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C)C[C@H](O)CC2(C)C)=C(C)C[C@@H]1O,Prenol Lipids,5
[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCCCCCC)=O,Glycerophospholipids,2
C(OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,Glycerolipids,1
C(OC(C#N)C(C)=C)(=O)CCCCCCCCC/C=C\CCCCCCCC,Fatty Acyls,0
O(C(=O)C)CCCCCCCCC/C=C\C=C/C,Fatty Acyls,0
C1(O)C=CC(C(=O)/C=C/C2C=CC(O[C@H]3[C@H](O[C@H]4[C@H](O)[C@](COC(/C=C/C5C=CC(O)=C(OC)C=5)=O)(O)CO4)[C@@H](O)[C@H](O)[C@@H](CO)O3)=CC=2)=C(O)C=1,Polyketides,7
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O[C@]6(O[C@@]([H])([C@H](O)[C@H](O[C@]7(O[C@@]([H])([C@H](O)[C@H](O)CO)[C@H](NC(=O)CO)[C@@H](O)C7)C(O)=O)CO)[C@H](NC(=O)CO)[C@@H](O)C6)C(O)=O)[C@H]5O)[C@H]4NC(=O)C)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
C(OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)[C@]([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCC)=O,Glycerolipids,1
C1(OC(C/C=C\CC)C=C1)=O,Fatty Acyls,0
[C@](COP(=O)(O)O)([H])(OC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCCCCCCC)=O,Glycerophospholipids,2
[C@]([H])(OC(CCCCCCCCCCCCCCCCCCCC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCCCCC)=O,Glycerophospholipids,2
[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)(COP(=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)COC(CCCCCCCCCCC/C=C\C/C=C\CCCCC)=O,Glycerophospholipids,2
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(=O)C)[C@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H]4O)[C@H](O)[C@H]3NC(=O)C)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
C(CC([O-])=O)(C[N+](C)(C)C)OC(=O)CC,Fatty Acyls,0
[C@](COP(=O)(O)O)([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,Glycerophospholipids,2
O=C(CCCCCCC/C=C\CCCCCC)OCCCCCCCCCCCCCCCCC,Fatty Acyls,0
C(/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/CCCC(C)(OC)C)=C(\C=O)/C=C/C=C(\C)/C=C/C=C(\C)/CCCC(C)(OC)C,Prenol Lipids,5
C(C[N+](C)(C)C)(OC(=O)/C=C/C/C=C\C=C\CC)CC(=O)[O-],Fatty Acyls,0
